Datetime,l_C,i_H,o_L,p_O,o_V
2025-06-24 15:01:00+00:00,200.9199981689453,201.05999755859375,200.9010009765625,201.02000427246094,62470
2025-06-24 15:02:00+00:00,201.08920288085938,201.1298065185547,200.9246063232422,200.94000244140625,86728
2025-06-24 15:03:00+00:00,201.13009643554688,201.22000122070312,201.07000732421875,201.1199951171875,74536
2025-06-24 15:04:00+00:00,201.29110717773438,201.2949981689453,201.13999938964844,201.13999938964844,68045
2025-06-24 15:05:00+00:00,201.27000427246094,201.2899932861328,201.25999450683594,201.2899932861328,7463
2025-06-24 15:06:00+00:00,201.25999450683594,201.25999450683594,201.252197265625,201.2559051513672,220383
2025-06-24 15:07:00+00:00,200.9954071044922,201.25,200.97259521484375,201.25,159264
2025-06-24 15:08:00+00:00,200.85000610351562,200.997802734375,200.7404022216797,200.99000549316406,126586
2025-06-24 15:09:00+00:00,200.9199981689453,200.9217071533203,200.8199005126953,200.85000610351562,69462
2025-06-24 15:11:00+00:00,200.9801025390625,201.039794921875,200.92999267578125,200.94239807128906,179103
2025-06-24 15:13:00+00:00,201.14500427246094,201.1999969482422,201.13299560546875,201.1920928955078,122185
2025-06-24 15:14:00+00:00,201.20579528808594,201.25,201.17990112304688,201.17990112304688,50083
2025-06-24 15:15:00+00:00,201.1649932861328,201.1999969482422,201.1649932861328,201.1894989013672,79306
2025-06-24 15:16:00+00:00,201.05999755859375,201.1696014404297,201.04229736328125,201.16000366210938,72075
2025-06-24 15:18:00+00:00,201.1699981689453,201.1699981689453,201.06500244140625,201.06500244140625,145151
2025-06-24 15:19:00+00:00,201.1199951171875,201.1999969482422,201.11000061035156,201.16000366210938,50252
2025-06-24 15:20:00+00:00,201.11000061035156,201.11090087890625,201.0800018310547,201.11090087890625,4107
2025-06-24 15:22:00+00:00,201.17100524902344,201.1999969482422,201.1199951171875,201.14010620117188,134087
2025-06-24 15:23:00+00:00,201.3800048828125,201.4199981689453,201.27000427246094,201.27000427246094,103327
2025-06-24 15:24:00+00:00,201.30999755859375,201.41000366210938,201.2899932861328,201.3856964111328,38792
2025-06-24 15:25:00+00:00,201.32000732421875,201.32000732421875,201.22000122070312,201.30999755859375,57772
2025-06-24 15:26:00+00:00,201.30259704589844,201.35000610351562,201.25999450683594,201.2949981689453,46792
2025-06-24 15:27:00+00:00,201.2816925048828,201.3300018310547,201.25999450683594,201.3000030517578,36862
2025-06-24 15:28:00+00:00,201.25,201.2899932861328,201.22999572753906,201.2899932861328,24954
2025-06-24 15:29:00+00:00,201.3800048828125,201.3800048828125,201.25999450683594,201.27659606933594,80204
2025-06-24 15:30:00+00:00,201.42999267578125,201.49000549316406,201.42999267578125,201.4600067138672,62921
2025-06-24 15:31:00+00:00,201.25,201.27999877929688,201.24000549316406,201.24000549316406,111825
2025-06-24 15:32:00+00:00,201.30999755859375,201.33999633789062,201.25999450683594,201.26710510253906,34800
2025-06-24 15:34:00+00:00,201.44500732421875,201.49000549316406,201.4250030517578,201.4600067138672,146282
2025-06-24 15:35:00+00:00,201.44000244140625,201.4600067138672,201.3300018310547,201.44000244140625,67837
2025-06-24 15:36:00+00:00,201.47000122070312,201.47000122070312,201.4600067138672,201.4600067138672,3003
2025-06-24 15:38:00+00:00,201.4250030517578,201.4550018310547,201.42039489746094,201.4550018310547,182499
2025-06-24 15:39:00+00:00,201.3748016357422,201.44500732421875,201.36000061035156,201.41000366210938,66920
2025-06-24 15:40:00+00:00,201.39999389648438,201.4499969482422,201.39999389648438,201.39999389648438,25962
2025-06-24 15:43:00+00:00,201.85000610351562,201.85000610351562,201.77000427246094,201.7899932861328,381260
2025-06-24 15:44:00+00:00,201.9949951171875,202.0399932861328,201.82000732421875,201.83999633789062,219867
2025-06-24 15:45:00+00:00,202.0399932861328,202.08999633789062,201.9600067138672,201.9949951171875,120769
2025-06-24 15:46:00+00:00,201.8553009033203,202.0800018310547,201.80499267578125,202.0500030517578,135428
2025-06-24 15:47:00+00:00,201.85000610351562,201.8800048828125,201.77999877929688,201.86000061035156,55791
2025-06-24 15:48:00+00:00,201.8466033935547,201.92999267578125,201.80999755859375,201.8800048828125,62850
2025-06-24 15:49:00+00:00,201.9250030517578,201.92999267578125,201.7899932861328,201.83999633789062,65069
2025-06-24 15:50:00+00:00,201.84579467773438,201.94000244140625,201.8300018310547,201.92999267578125,45914
2025-06-24 15:51:00+00:00,201.7003936767578,201.86000061035156,201.7003936767578,201.85000610351562,91658
2025-06-24 15:52:00+00:00,201.7602996826172,201.768798828125,201.67999267578125,201.7050018310547,65540
2025-06-24 15:53:00+00:00,201.7899932861328,201.85499572753906,201.7301025390625,201.75999450683594,65704
2025-06-24 15:54:00+00:00,201.8249969482422,201.93080139160156,201.7899932861328,201.7899932861328,73538
2025-06-24 15:55:00+00:00,201.8300018310547,201.8699951171875,201.80999755859375,201.8350067138672,36948
2025-06-24 15:56:00+00:00,201.8699951171875,201.91079711914062,201.8350067138672,201.8350067138672,34508
2025-06-24 15:57:00+00:00,201.85000610351562,201.8699951171875,201.82260131835938,201.8699951171875,44450
2025-06-24 15:58:00+00:00,201.82000732421875,201.8800048828125,201.82000732421875,201.86500549316406,59091
2025-06-24 15:59:00+00:00,201.90499877929688,201.92999267578125,201.8135986328125,201.8300018310547,68417
2025-06-24 16:00:00+00:00,201.83999633789062,201.92999267578125,201.8300018310547,201.90499877929688,81662
2025-06-24 16:01:00+00:00,201.89500427246094,201.89500427246094,201.80999755859375,201.8300018310547,49597
2025-06-24 16:02:00+00:00,201.89999389648438,201.92990112304688,201.82000732421875,201.89500427246094,45405
2025-06-24 16:03:00+00:00,202.0,202.0399932861328,201.88999938964844,201.90499877929688,276359
2025-06-24 16:04:00+00:00,201.9250030517578,201.9949951171875,201.88999938964844,201.9949951171875,90607
2025-06-24 16:05:00+00:00,201.96499633789062,201.99000549316406,201.89999389648438,201.92999267578125,55351
2025-06-24 16:06:00+00:00,202.02499389648438,202.06500244140625,201.96420288085938,201.96499633789062,63769
2025-06-24 16:07:00+00:00,202.0,202.06509399414062,201.98500061035156,202.00999450683594,46677
2025-06-24 16:08:00+00:00,202.00100708007812,202.02499389648438,201.97019958496094,202.01060485839844,48862
2025-06-24 16:09:00+00:00,202.00999450683594,202.08999633789062,201.99000549316406,202.0050048828125,62433
2025-06-24 16:10:00+00:00,202.3300018310547,202.3300018310547,201.9600067138672,202.02499389648438,146910
2025-06-24 16:11:00+00:00,202.46890258789062,202.47000122070312,202.3000946044922,202.32139587402344,118400
2025-06-24 16:12:00+00:00,202.33999633789062,202.47500610351562,202.2899932861328,202.47500610351562,107631
2025-06-24 16:13:00+00:00,202.13999938964844,202.3488006591797,202.0800018310547,202.32989501953125,64031
2025-06-24 16:14:00+00:00,202.19000244140625,202.24000549316406,202.03500366210938,202.1300048828125,74871
2025-06-24 16:15:00+00:00,202.22000122070312,202.27999877929688,202.14010620117188,202.18499755859375,46753
2025-06-24 16:16:00+00:00,202.25889587402344,202.32000732421875,202.22999572753906,202.24000549316406,63908
2025-06-24 16:17:00+00:00,202.3300018310547,202.39999389648438,202.25999450683594,202.25999450683594,82015
2025-06-24 16:18:00+00:00,202.1699981689453,202.34500122070312,202.1199951171875,202.33999633789062,80372
2025-06-24 16:19:00+00:00,202.18499755859375,202.22999572753906,202.13999938964844,202.1699981689453,76071
2025-06-24 16:20:00+00:00,202.17999267578125,202.2100067138672,202.13999938964844,202.2100067138672,53686
2025-06-24 16:21:00+00:00,202.11500549316406,202.2100067138672,202.0800018310547,202.1750030517578,77574
2025-06-24 16:22:00+00:00,202.19000244140625,202.25,202.10009765625,202.118896484375,74571
2025-06-24 16:23:00+00:00,202.13999938964844,202.2100067138672,202.10000610351562,202.1999969482422,74919
2025-06-24 16:24:00+00:00,202.11500549316406,202.15499877929688,202.0850067138672,202.13499450683594,42932
2025-06-24 16:25:00+00:00,202.24000549316406,202.25,202.10000610351562,202.11109924316406,58295
2025-06-24 16:26:00+00:00,202.3925018310547,202.39500427246094,202.22019958496094,202.24000549316406,53123
2025-06-24 16:27:00+00:00,202.36500549316406,202.39999389648438,202.33999633789062,202.38999938964844,67577
2025-06-24 16:28:00+00:00,202.52000427246094,202.56500244140625,202.33009338378906,202.36500549316406,152208
2025-06-24 16:29:00+00:00,202.4499969482422,202.52999877929688,202.4300994873047,202.52999877929688,58708
2025-06-24 16:30:00+00:00,202.4499969482422,202.48500061035156,202.42999267578125,202.45150756835938,69995
2025-06-24 16:31:00+00:00,202.5500030517578,202.5500030517578,202.4600067138672,202.46499633789062,118144
2025-06-24 16:32:00+00:00,202.64999389648438,202.6649932861328,202.54100036621094,202.56129455566406,105065
2025-06-24 16:33:00+00:00,202.64500427246094,202.6699981689453,202.57000732421875,202.66000366210938,81162
2025-06-24 16:34:00+00:00,202.6999969482422,202.72000122070312,202.58999633789062,202.64999389648438,121526
2025-06-24 16:35:00+00:00,202.9199981689453,202.94500732421875,202.63999938964844,202.7198944091797,244203
2025-06-24 16:36:00+00:00,202.8699951171875,202.9499969482422,202.86000061035156,202.9199981689453,146978
2025-06-24 16:37:00+00:00,202.89999389648438,202.94000244140625,202.85000610351562,202.875,67540
2025-06-24 16:38:00+00:00,203.12249755859375,203.1750030517578,202.89999389648438,202.89999389648438,452774
2025-06-24 16:39:00+00:00,203.16000366210938,203.3300018310547,203.05499267578125,203.10499572753906,169908
2025-06-24 16:40:00+00:00,203.28500366210938,203.3199005126953,203.10000610351562,203.1699981689453,143860
2025-06-24 16:41:00+00:00,203.1324005126953,203.30499267578125,203.10000610351562,203.2899932861328,154680
2025-06-24 16:42:00+00:00,203.2301025390625,203.2301025390625,203.13999938964844,203.14010620117188,109252
2025-06-24 16:43:00+00:00,203.31500244140625,203.38999938964844,203.2169952392578,203.2449951171875,154534
2025-06-24 16:44:00+00:00,203.33999633789062,203.44000244140625,203.28269958496094,203.32000732421875,134973
2025-06-24 16:45:00+00:00,203.15499877929688,203.39500427246094,203.14999389648438,203.35000610351562,140566
2025-06-24 16:46:00+00:00,203.1199951171875,203.1649932861328,202.97999572753906,203.15150451660156,373636
2025-06-24 16:47:00+00:00,202.9250030517578,203.1300048828125,202.9250030517578,203.1199951171875,195068
2025-06-24 16:48:00+00:00,202.90499877929688,202.98500061035156,202.8699951171875,202.92999267578125,152492
2025-06-24 16:49:00+00:00,202.92999267578125,203.0,202.8699951171875,202.90989685058594,178897
2025-06-24 16:50:00+00:00,202.72000122070312,202.9199981689453,202.56500244140625,202.9199981689453,191958
2025-06-24 16:51:00+00:00,202.91000366210938,202.91000366210938,202.69000244140625,202.72999572753906,76398
2025-06-24 16:52:00+00:00,202.75999450683594,202.9600067138672,202.69500732421875,202.9199981689453,114176
2025-06-24 16:53:00+00:00,202.71499633789062,202.7550048828125,202.6699981689453,202.73500061035156,93269
2025-06-24 16:54:00+00:00,202.5570068359375,202.77499389648438,202.5399932861328,202.71499633789062,83440
2025-06-24 16:55:00+00:00,202.4499969482422,202.5800018310547,202.43069458007812,202.5500030517578,110390
2025-06-24 16:56:00+00:00,202.36000061035156,202.4149932861328,202.30999755859375,202.41000366210938,252002
2025-06-24 16:57:00+00:00,202.39999389648438,202.4499969482422,202.35000610351562,202.36500549316406,100290
2025-06-24 16:58:00+00:00,202.3800048828125,202.42999267578125,202.2899932861328,202.39999389648438,90217
2025-06-24 16:59:00+00:00,202.43499755859375,202.47999572753906,202.33999633789062,202.375,124089
2025-06-24 17:00:00+00:00,202.3699951171875,202.5,202.27499389648438,202.4199981689453,100611
2025-06-24 17:01:00+00:00,202.4600067138672,202.5399932861328,202.36000061035156,202.36000061035156,61827
2025-06-24 17:02:00+00:00,202.4199981689453,202.49000549316406,202.36000061035156,202.47000122070312,76835
2025-06-24 17:03:00+00:00,202.4499969482422,202.47999572753906,202.41189575195312,202.4250030517578,62468
2025-06-24 17:04:00+00:00,202.4550018310547,202.4550018310547,202.38999938964844,202.4499969482422,67120
2025-06-24 17:05:00+00:00,202.2998046875,202.47999572753906,202.25,202.4499969482422,73957
2025-06-24 17:06:00+00:00,202.06500244140625,202.33999633789062,202.02999877929688,202.2978057861328,118198
2025-06-24 17:07:00+00:00,202.1199951171875,202.1199951171875,201.99000549316406,202.05999755859375,77688
2025-06-24 17:08:00+00:00,202.1027069091797,202.17999267578125,202.0399932861328,202.1300048828125,92521
2025-06-24 17:09:00+00:00,202.17999267578125,202.17999267578125,202.08030700683594,202.10000610351562,58173
2025-06-24 17:10:00+00:00,202.29010009765625,202.30499267578125,202.1501007080078,202.17999267578125,63926
2025-06-24 17:11:00+00:00,202.2449951171875,202.2899932861328,202.22999572753906,202.2899932861328,42934
2025-06-24 17:12:00+00:00,202.27499389648438,202.30999755859375,202.24000549316406,202.2449951171875,67221
2025-06-24 17:13:00+00:00,202.22000122070312,202.2899932861328,202.17999267578125,202.27499389648438,39251
2025-06-24 17:14:00+00:00,202.14999389648438,202.30999755859375,202.13499450683594,202.21499633789062,71411
2025-06-24 17:15:00+00:00,202.15499877929688,202.17999267578125,202.0500030517578,202.16000366210938,94614
2025-06-24 17:16:00+00:00,202.30999755859375,202.30999755859375,202.12100219726562,202.13999938964844,85192
2025-06-24 17:17:00+00:00,202.38499450683594,202.38999938964844,202.2899932861328,202.30999755859375,80577
2025-06-24 17:18:00+00:00,202.39999389648438,202.48989868164062,202.3800048828125,202.3800048828125,83987
2025-06-24 17:19:00+00:00,202.5196075439453,202.52000427246094,202.40499877929688,202.40499877929688,77526
2025-06-24 17:20:00+00:00,202.31149291992188,202.52000427246094,202.1300048828125,202.52000427246094,105945
2025-06-24 17:21:00+00:00,202.05999755859375,202.3415069580078,202.02999877929688,202.3000030517578,176503
2025-06-24 17:22:00+00:00,202.18899536132812,202.22999572753906,202.07000732421875,202.07000732421875,100566
2025-06-24 17:23:00+00:00,202.16000366210938,202.22000122070312,202.12049865722656,202.17999267578125,88041
2025-06-24 17:24:00+00:00,202.13999938964844,202.17999267578125,202.08340454101562,202.14999389648438,64421
2025-06-24 17:25:00+00:00,202.1999969482422,202.21499633789062,202.1300048828125,202.1300048828125,63147
2025-06-24 17:26:00+00:00,202.1750030517578,202.22000122070312,202.11000061035156,202.1999969482422,72953
2025-06-24 17:27:00+00:00,202.1616973876953,202.26499938964844,202.15069580078125,202.17010498046875,62911
2025-06-24 17:28:00+00:00,201.97999572753906,202.17999267578125,201.9600067138672,202.16000366210938,85046
2025-06-24 17:29:00+00:00,201.9600067138672,202.00999450683594,201.94000244140625,201.97000122070312,63465
2025-06-24 17:30:00+00:00,202.05560302734375,202.0800018310547,201.94000244140625,201.9600067138672,81257
2025-06-24 17:31:00+00:00,202.19000244140625,202.19000244140625,202.00999450683594,202.04539489746094,79620
2025-06-24 17:32:00+00:00,202.16000366210938,202.21200561523438,202.1300048828125,202.17739868164062,130418
2025-06-24 17:33:00+00:00,202.0850067138672,202.14999389648438,202.0399932861328,202.14999389648438,49257
2025-06-24 17:34:00+00:00,202.07000732421875,202.16000366210938,202.07000732421875,202.0850067138672,33201
2025-06-24 17:35:00+00:00,202.0449981689453,202.06500244140625,202.00999450683594,202.05990600585938,42044
2025-06-24 17:36:00+00:00,202.0449981689453,202.11000061035156,202.02999877929688,202.0399932861328,34123
2025-06-24 17:37:00+00:00,202.07000732421875,202.1320037841797,202.02999877929688,202.0399932861328,43582
2025-06-24 17:38:00+00:00,201.92010498046875,202.0601043701172,201.9199981689453,202.0601043701172,70524
2025-06-24 17:39:00+00:00,202.02479553222656,202.02999877929688,201.83999633789062,201.9250030517578,160997
2025-06-24 17:40:00+00:00,202.05380249023438,202.1204071044922,202.02000427246094,202.02499389648438,71131
2025-06-24 17:41:00+00:00,202.18499755859375,202.1999053955078,202.0626983642578,202.06500244140625,70595
2025-06-24 17:42:00+00:00,202.11000061035156,202.1925048828125,202.07650756835938,202.19000244140625,65212
2025-06-24 17:43:00+00:00,202.1699981689453,202.1699981689453,202.0399932861328,202.10000610351562,85814
2025-06-24 17:44:00+00:00,202.2100067138672,202.28880310058594,202.17010498046875,202.17999267578125,102859
2025-06-24 17:45:00+00:00,202.24000549316406,202.3300018310547,202.19000244140625,202.22000122070312,59857
2025-06-24 17:46:00+00:00,202.22000122070312,202.2696990966797,202.2030029296875,202.25,54792
2025-06-24 17:47:00+00:00,202.22999572753906,202.27999877929688,202.19009399414062,202.2100067138672,48561
2025-06-24 17:48:00+00:00,202.27020263671875,202.32969665527344,202.22000122070312,202.24000549316406,66128
2025-06-24 17:49:00+00:00,202.27000427246094,202.30999755859375,202.2100067138672,202.2830047607422,81941
2025-06-24 17:50:00+00:00,202.18499755859375,202.25970458984375,202.18499755859375,202.25,37484
2025-06-24 17:51:00+00:00,202.18499755859375,202.2100067138672,202.0399932861328,202.19000244140625,119544
2025-06-24 17:52:00+00:00,202.26109313964844,202.2899932861328,202.17999267578125,202.18499755859375,80511
2025-06-24 17:53:00+00:00,202.22500610351562,202.27000427246094,202.2100067138672,202.2613067626953,40776
2025-06-24 17:54:00+00:00,202.17999267578125,202.2449951171875,202.1699981689453,202.22500610351562,51865
2025-06-24 17:55:00+00:00,202.22999572753906,202.29930114746094,202.17999267578125,202.19000244140625,48758
2025-06-24 17:56:00+00:00,202.19000244140625,202.24000549316406,202.16000366210938,202.22000122070312,47580
2025-06-24 17:57:00+00:00,202.125,202.2100067138672,202.11000061035156,202.1884002685547,46074
2025-06-24 17:58:00+00:00,202.17689514160156,202.21499633789062,202.0800018310547,202.13499450683594,76405
2025-06-24 17:59:00+00:00,202.2050018310547,202.22000122070312,202.16000366210938,202.18499755859375,47931
2025-06-24 18:00:00+00:00,202.22999572753906,202.25,202.1699981689453,202.2100067138672,89387
2025-06-24 18:01:00+00:00,202.22999572753906,202.25999450683594,202.21499633789062,202.22019958496094,79010
2025-06-24 18:02:00+00:00,202.22999572753906,202.26080322265625,202.2050018310547,202.2100067138672,46080
2025-06-24 18:03:00+00:00,202.0850067138672,202.25,202.07000732421875,202.22999572753906,110983
2025-06-24 18:04:00+00:00,201.97999572753906,202.13999938964844,201.97999572753906,202.08299255371094,87311
2025-06-24 18:05:00+00:00,202.02999877929688,202.0449981689453,201.9499969482422,202.0,93707
2025-06-24 18:06:00+00:00,201.97000122070312,202.07000732421875,201.9499969482422,202.0399932861328,46712
2025-06-24 18:07:00+00:00,201.9196014404297,202.0,201.88999938964844,201.9600067138672,131904
2025-06-24 18:08:00+00:00,201.88999938964844,201.93499755859375,201.83999633789062,201.9199981689453,56792
2025-06-24 18:09:00+00:00,201.8957977294922,201.9550018310547,201.86500549316406,201.8802032470703,61156
2025-06-24 18:10:00+00:00,201.94000244140625,201.97000122070312,201.85009765625,201.88290405273438,49687
2025-06-24 18:11:00+00:00,201.7801055908203,202.0,201.75,201.93310546875,102387
2025-06-24 18:12:00+00:00,201.5399932861328,201.80999755859375,201.5399932861328,201.78500366210938,171106
2025-06-24 18:13:00+00:00,201.625,201.77999877929688,201.5399932861328,201.5399932861328,122945
2025-06-24 18:14:00+00:00,201.49000549316406,201.6300048828125,201.44000244140625,201.6199951171875,201236
2025-06-24 18:15:00+00:00,201.5717010498047,201.60000610351562,201.47000122070312,201.5,75248
2025-06-24 18:16:00+00:00,201.5399932861328,201.5800018310547,201.47000122070312,201.57000732421875,97038
2025-06-24 18:17:00+00:00,201.46499633789062,201.52999877929688,201.46499633789062,201.52999877929688,69205
2025-06-24 18:18:00+00:00,201.3126983642578,201.47500610351562,201.30999755859375,201.47000122070312,110138
2025-06-24 18:19:00+00:00,201.4998016357422,201.50999450683594,201.32000732421875,201.32000732421875,83419
2025-06-24 18:20:00+00:00,201.5301971435547,201.5399932861328,201.47000122070312,201.47999572753906,72910
2025-06-24 18:21:00+00:00,201.57159423828125,201.63999938964844,201.52000427246094,201.5399932861328,122370
2025-06-24 18:22:00+00:00,201.63999938964844,201.63999938964844,201.48500061035156,201.5635986328125,50254
2025-06-24 18:23:00+00:00,201.53500366210938,201.66000366210938,201.52999877929688,201.6300048828125,70145
2025-06-24 18:24:00+00:00,201.5800018310547,201.60000610351562,201.49000549316406,201.50999450683594,61056
2025-06-24 18:25:00+00:00,201.57130432128906,201.61000061035156,201.5500030517578,201.59030151367188,53384
2025-06-24 18:26:00+00:00,201.68539428710938,201.69000244140625,201.55999755859375,201.57000732421875,75915
2025-06-24 18:27:00+00:00,201.63999938964844,201.6898956298828,201.6300048828125,201.68130493164062,39536
2025-06-24 18:28:00+00:00,201.63540649414062,201.64999389648438,201.52999877929688,201.639892578125,91542
2025-06-24 18:29:00+00:00,201.57000732421875,201.6649932861328,201.57000732421875,201.63499450683594,47667
2025-06-24 18:30:00+00:00,201.5800018310547,201.61000061035156,201.50999450683594,201.5800018310547,51532
2025-06-24 18:31:00+00:00,201.58999633789062,201.61000061035156,201.49000549316406,201.57000732421875,75109
2025-06-24 18:32:00+00:00,201.5749969482422,201.6199951171875,201.55999755859375,201.57659912109375,41778
2025-06-24 18:33:00+00:00,201.49400329589844,201.5850067138672,201.47019958496094,201.5800018310547,57795
2025-06-24 18:34:00+00:00,201.5301055908203,201.5399932861328,201.47019958496094,201.47019958496094,47221
2025-06-24 18:35:00+00:00,201.5688934326172,201.57000732421875,201.47999572753906,201.52999877929688,48224
2025-06-24 18:36:00+00:00,201.6199951171875,201.6298065185547,201.518798828125,201.56500244140625,66432
2025-06-24 18:37:00+00:00,201.5937042236328,201.6300048828125,201.5800018310547,201.61500549316406,75439
2025-06-24 18:38:00+00:00,201.61000061035156,201.6199951171875,201.55499267578125,201.60000610351562,43946
2025-06-24 18:39:00+00:00,201.61500549316406,201.6699981689453,201.55999755859375,201.61000061035156,96608
2025-06-24 18:40:00+00:00,201.82000732421875,201.82989501953125,201.60000610351562,201.61500549316406,83771
2025-06-24 18:41:00+00:00,201.7154998779297,201.83999633789062,201.6999969482422,201.8300018310547,52973
2025-06-24 18:42:00+00:00,201.5446014404297,201.7449951171875,201.52499389648438,201.7100067138672,63430
2025-06-24 18:43:00+00:00,201.5399932861328,201.5937957763672,201.5084991455078,201.5500030517578,50640
2025-06-24 18:44:00+00:00,201.57000732421875,201.60499572753906,201.47000122070312,201.54400634765625,66841
2025-06-24 18:45:00+00:00,201.58999633789062,201.62600708007812,201.5500030517578,201.57000732421875,266635
2025-06-24 18:46:00+00:00,201.5644989013672,201.61000061035156,201.5399932861328,201.58999633789062,80257
2025-06-24 18:47:00+00:00,201.5399932861328,201.56500244140625,201.5,201.55999755859375,43898
2025-06-24 18:48:00+00:00,201.58090209960938,201.61000061035156,201.53419494628906,201.56500244140625,30905
2025-06-24 18:49:00+00:00,201.5998992919922,201.61000061035156,201.52999877929688,201.5821990966797,42014
2025-06-24 18:50:00+00:00,201.55140686035156,201.59910583496094,201.5,201.5800018310547,37369
2025-06-24 18:51:00+00:00,201.5399932861328,201.58999633789062,201.50999450683594,201.5500030517578,52020
2025-06-24 18:52:00+00:00,201.60000610351562,201.6199951171875,201.52499389648438,201.52999877929688,73676
2025-06-24 18:53:00+00:00,201.47999572753906,201.58999633789062,201.4199981689453,201.58999633789062,120349
2025-06-24 18:54:00+00:00,201.48500061035156,201.50970458984375,201.44000244140625,201.47999572753906,67848
2025-06-24 18:55:00+00:00,201.44000244140625,201.5,201.41000366210938,201.47999572753906,58972
2025-06-24 18:56:00+00:00,201.3300018310547,201.47000122070312,201.30999755859375,201.44500732421875,146128
2025-06-24 18:57:00+00:00,201.39999389648438,201.42999267578125,201.30499267578125,201.33999633789062,147035
2025-06-24 18:58:00+00:00,201.43499755859375,201.4398956298828,201.3800048828125,201.40960693359375,52279
2025-06-24 18:59:00+00:00,201.44529724121094,201.47500610351562,201.33999633789062,201.44000244140625,107476
2025-06-24 19:00:00+00:00,201.4550018310547,201.46519470214844,201.43499755859375,201.44900512695312,71596
2025-06-24 19:01:00+00:00,201.53500366210938,201.53750610351562,201.4250030517578,201.4550018310547,145359
2025-06-24 19:02:00+00:00,201.4949951171875,201.60000610351562,201.49000549316406,201.5352020263672,190358
2025-06-24 19:03:00+00:00,201.77999877929688,201.77999877929688,201.49000549316406,201.52000427246094,246164
2025-06-24 19:04:00+00:00,201.89999389648438,201.89999389648438,201.77000427246094,201.77999877929688,79290
2025-06-24 19:05:00+00:00,201.77000427246094,202.01499938964844,201.7449951171875,201.89999389648438,191523
2025-06-24 19:06:00+00:00,201.89999389648438,201.9600067138672,201.75,201.77220153808594,151214
2025-06-24 19:07:00+00:00,201.8800048828125,201.91000366210938,201.8502960205078,201.90499877929688,70279
2025-06-24 19:08:00+00:00,201.94000244140625,202.0,201.87010192871094,201.8800048828125,72063
2025-06-24 19:09:00+00:00,201.8800048828125,201.97000122070312,201.82000732421875,201.9459991455078,66045
2025-06-24 19:10:00+00:00,201.7899932861328,201.88330078125,201.77000427246094,201.88330078125,69193
2025-06-24 19:11:00+00:00,201.74000549316406,201.86000061035156,201.7001953125,201.78500366210938,57620
2025-06-24 19:12:00+00:00,201.66000366210938,201.77000427246094,201.6199951171875,201.74000549316406,97654
2025-06-24 19:13:00+00:00,201.68499755859375,201.7097930908203,201.66000366210938,201.6649932861328,58438
2025-06-24 19:14:00+00:00,201.7550048828125,201.7628936767578,201.6699981689453,201.685302734375,107333
2025-06-24 19:15:00+00:00,201.8000030517578,201.8699951171875,201.72999572753906,201.7550048828125,73533
2025-06-24 19:16:00+00:00,201.76499938964844,201.83999633789062,201.75999450683594,201.83999633789062,57153
2025-06-24 19:17:00+00:00,201.86300659179688,201.86990356445312,201.75999450683594,201.76499938964844,43152
2025-06-24 19:18:00+00:00,201.8300018310547,201.9149932861328,201.80999755859375,201.86500549316406,62776
2025-06-24 19:19:00+00:00,201.80499267578125,201.85000610351562,201.76010131835938,201.8260040283203,53494
2025-06-24 19:20:00+00:00,201.7949981689453,201.84979248046875,201.7642059326172,201.8000030517578,64230
2025-06-24 19:21:00+00:00,201.77870178222656,201.7949981689453,201.74000549316406,201.79029846191406,62343
2025-06-24 19:22:00+00:00,201.75,201.8000030517578,201.72999572753906,201.77999877929688,58156
2025-06-24 19:23:00+00:00,201.6407928466797,201.7899932861328,201.61000061035156,201.75,80201
2025-06-24 19:24:00+00:00,201.60000610351562,201.65499877929688,201.60000610351562,201.64500427246094,48571
2025-06-24 19:25:00+00:00,201.5749969482422,201.61000061035156,201.55999755859375,201.60499572753906,99047
2025-06-24 19:26:00+00:00,201.59500122070312,201.60499572753906,201.5500030517578,201.5749969482422,70606
2025-06-24 19:27:00+00:00,201.60499572753906,201.63999938964844,201.5749969482422,201.59500122070312,174567
2025-06-24 19:28:00+00:00,201.5399932861328,201.6300048828125,201.53500366210938,201.60499572753906,67029
2025-06-24 19:29:00+00:00,201.52999877929688,201.57000732421875,201.52000427246094,201.5449981689453,77690
2025-06-24 19:30:00+00:00,201.4499969482422,201.5800018310547,201.4199981689453,201.53500366210938,226264
2025-06-24 19:31:00+00:00,201.4951934814453,201.5050048828125,201.35079956054688,201.4488983154297,174305
2025-06-24 19:32:00+00:00,201.47999572753906,201.5998992919922,201.47900390625,201.5,174593
2025-06-24 19:33:00+00:00,201.36000061035156,201.47999572753906,201.35220336914062,201.47500610351562,68208
2025-06-24 19:34:00+00:00,201.32000732421875,201.44000244140625,201.2550048828125,201.35000610351562,116297
2025-06-24 19:35:00+00:00,201.30859375,201.35499572753906,201.27000427246094,201.3350067138672,86798
2025-06-24 19:36:00+00:00,201.36500549316406,201.38999938964844,201.3000030517578,201.30999755859375,79381
2025-06-24 19:37:00+00:00,201.24000549316406,201.38499450683594,201.22000122070312,201.36180114746094,126221
2025-06-24 19:38:00+00:00,201.11000061035156,201.2469940185547,201.10130310058594,201.2469940185547,124615
2025-06-24 19:39:00+00:00,201.05999755859375,201.19000244140625,201.02000427246094,201.13999938964844,190813
