,time,v1,v2,v3,i1,i2,i3
0,0.0,6.1368519672340085,177.71656786308847,-198.4289303902068,60.58616657375926,60.14709323529775,61.42719971962028
1,0.03144737390980774,41.53139176210561,177.30474448693138,-198.21432512425548,61.44275489337242,59.79633977481439,61.72326820724398
2,0.06289474781961547,79.27452663915628,137.30931589764145,-247.4881944942611,59.512983894170674,60.94129998027975,59.485080533654916
3,0.09434212172942322,128.8184303152556,108.33856643013725,-223.48178385480583,61.26298645657337,59.341069958843285,61.70488052241442
4,0.12578949563923095,172.03968352276516,71.2206391247098,-234.07010094193495,58.736225963962006,59.540787863705305,60.14174355960456
5,0.15723686954903868,193.93302492100145,5.859478306652186,-199.42081822181493,60.5165811931558,60.471870065691455,59.35265209841675
6,0.18868424345884643,203.89664231561775,-27.807561669874143,-177.7427353970088,60.90002089863192,59.250060015053506,60.62067301441153
7,0.22013161736865416,241.79042626048943,-71.41222761921102,-169.38862245470887,60.921899393923304,60.03850450170831,58.31288544988441
8,0.2515789912784619,239.2738346902611,-123.58942274656853,-122.89084064838151,60.11868530371046,60.90483104352017,60.809032372483735
9,0.2830263651882696,219.8723830376708,-153.86471074354853,-62.97414904171889,59.61977511306386,61.08028138290775,59.940967696673155
10,0.31447373909807735,195.181333165936,-195.28292439662616,-32.6420946321749,60.913433468269076,60.01025998840359,59.875952581130214
11,0.3459211130078851,208.7611011909253,-195.19959094078533,27.146934255602865,59.996319323779126,60.90872667376635,59.33649461477847
12,0.37736848691769287,177.36309466989496,-220.80496336010526,64.37398100957952,60.715705260725464,60.28295632564061,59.429267411889896
13,0.4088158608275006,111.01302530992479,-229.83492400192165,117.12085408904407,61.555798199247654,61.68762140793871,60.256347124281795
14,0.44026323473730833,94.9675957163823,-247.5814452026708,134.45918240637104,60.684902254521866,61.87747251585655,60.41666853962829
15,0.47171060864711606,32.95473033314913,-226.2114787024983,155.14175640520463,59.72853861110975,60.66708226818026,61.430181280241975
16,0.5031579825569238,-1.4097528457718496,-187.5125849891185,194.9671251199239,60.098292946760964,59.756253675959535,58.75355480174339
17,0.5346053564667316,-34.55561864455848,-176.8902492230295,230.47372712715477,59.6236755375845,59.30369067043968,62.337362186494246
18,0.5660527303765392,-90.65951986843142,-127.99991819675171,215.7317399273104,59.20985341437061,61.19076357476445,59.721316151807464
19,0.597500104286347,-126.58223904932903,-87.25774846634988,227.76767281063178,59.42677930479119,60.91316192565305,59.72027470078024
20,0.6289474781961547,-156.448913304319,-46.1181701064135,231.42123131632263,59.41556686225301,60.089610421188794,61.37333254330387
21,0.6603948521059625,-184.3550962034788,-6.496596291321477,184.72664743517151,60.92599242567449,60.8484270666045,60.82212339775425
22,0.6918422260157702,-224.87199989579335,36.40031170372828,172.2465023695246,58.82196109538946,58.884127654269506,60.558626768418385
23,0.723289599925578,-208.3681196028823,68.24560778620214,144.91955296305264,60.25785368767059,58.4549171322101,59.77214643387041
24,0.7547369738353857,-231.55585467015956,130.87269691166526,98.88724990899757,60.4544455372273,62.68436352432115,59.99011098258186
25,0.7861843477451934,-220.1846906132919,159.87565183143337,64.06327988490858,61.26990070463959,59.59113653922528,60.07782321283509
26,0.8176317216550012,-222.2855436982343,205.86014078309182,38.08154281159558,61.498277721214734,59.37681961898441,60.45356358750012
27,0.8490790955648089,-184.84324463162454,210.39272680024132,-21.65237438538334,61.374419042758774,60.64712565691125,59.99108169805183
28,0.8805264694746167,-141.62420604182017,238.8252404146174,-66.29203907398423,60.06918336613101,61.50652192492913,59.65981492588023
29,0.9119738433844243,-114.41869168675589,243.03060045747623,-93.36256874198436,59.94527283014678,59.37230961439798,61.22516002240539
30,0.9434212172942321,-56.80364513738715,232.97150790187254,-133.5273437440648,61.771019457652216,58.96610662442641,59.622101691574734
31,0.9748685912040398,-27.429326602077133,196.01339617850988,-176.93057693078205,60.320673181242,60.52295760519934,61.743120597660145
32,1.0063159651138476,14.719981042006943,176.79898530677886,-200.53107604357766,61.72551582307307,60.78357409199748,61.32221179910103
33,1.0377633390236554,34.267972264353084,150.13087316501478,-220.57720907069609,61.71943282438576,60.96202230171508,61.79570459208044
34,1.0692107129334631,106.9758495959677,141.2809659081387,-241.63723369276346,61.13502034721244,60.18757417785406,62.51074623808903
35,1.1006580868432707,135.93077201340088,82.8840554733659,-242.39577387632423,60.771383466740126,60.52441343943227,59.42270059900364
36,1.1321054607530785,160.99690467685673,53.96488850755781,-230.8037197001799,60.392911509266796,60.090702008773384,62.62731016217616
37,1.1635528346628863,187.07161987646614,7.469090281195618,-196.2671690484705,60.7927362924086,61.74518647604916,61.722867804897945
38,1.195000208572694,213.7253026318024,-22.6953476189585,-158.516555457312,60.11373386117628,60.537493926557694,61.470738771157606
39,1.2264475824825016,237.8505804018755,-77.85725464322412,-142.33503453114037,59.92848014382475,60.63741754983601,60.509496687710914
40,1.2578949563923094,234.31277541445402,-134.6566192655221,-91.96645044131658,60.71290339662727,62.17168976948358,61.95713021215841
41,1.2893423303021172,219.405939993096,-163.93347051544154,-76.2457487631112,59.497795685892996,59.55956569855653,60.40049488136677
42,1.320789704211925,200.8777208176385,-193.80861069508984,-19.933522853950723,61.04763909517755,59.788641209389176,58.04677027766567
43,1.3522370781217328,186.76351545156965,-225.2791425342928,30.203657574815807,59.87577904948732,61.25705091185613,62.12649061261427
44,1.3836844520315403,146.92517871936425,-232.11255350974105,68.85950463639878,61.57819227376106,58.94519731442287,60.78512308311429
45,1.4151318259413481,108.80192002053965,-229.97944691806774,105.0476408888523,59.921417110135295,60.59003533247015,61.75738245582987
46,1.446579199851156,83.96381877534009,-227.7670042481509,151.8931663104341,59.8978796419697,60.785053796435356,60.44679801581048
47,1.4780265737609637,20.89210485262444,-207.43184157214222,176.92918827239947,59.20391217552564,59.7986568157911,59.66414111728182
48,1.5094739476707715,-10.073657369576845,-203.4306544806601,230.33249643729678,60.899287261814166,59.73302689216839,60.22186881165181
49,1.540921321580579,-61.249602389627576,-157.79061883244214,215.12701167965858,62.15198366708015,59.237119749152555,60.09932871572925
50,1.5723686954903868,-124.08588560322326,-152.20272347240945,216.77683571703315,60.737514497855166,60.21720916775151,62.22310276578839
51,1.6038160694001946,-136.70895409475963,-81.71808711188409,221.0270016657876,60.55063040090471,60.34538473137003,60.74251911190462
52,1.6352634433100024,-176.5847960354141,-55.18077396145681,220.67104017413007,59.87685430510563,61.22579241294059,59.5381745922833
53,1.66671081721981,-188.08589939731792,-2.7510198946271895,197.44561998120514,61.83554580460064,59.92787591366116,59.84853468582445
54,1.6981581911296177,-219.62186034108225,40.56634586630742,172.68619445359425,59.47870037930424,60.827660785354006,61.13523663150373
55,1.7296055650394255,-235.91259101040814,87.10722401299921,129.58438534800194,61.277198266564696,61.571222173024466,61.428122733307326
56,1.7610529389492333,-229.86016018321126,127.53083333429355,108.83533111854078,59.53889439905247,60.55422181045635,60.880934968874776
57,1.792500312859041,-216.06891899175554,163.01657668988153,45.51746791442672,60.399137347672,60.810081904242686,58.89472366594976
58,1.8239476867688487,-200.43678144903316,191.2050838656774,20.63939802283565,59.865621684605735,59.37610162662793,58.32605760629359
59,1.8553950606786564,-189.31504181788895,223.0642607213729,-18.049432041523996,58.4575032648911,59.957561114894176,59.50884411919201
60,1.8868424345884642,-161.54406417666775,222.80173537332405,-69.25739375674424,59.37034299032862,59.94975416302915,62.72263381111626
61,1.918289808498272,-108.3851384048451,225.45147053445822,-123.7375114596677,60.910650952806975,61.61000038151288,61.109889919395854
62,1.9497371824080796,-82.61886078327657,208.4506116164544,-153.2827895223952,58.50659176855251,61.0412445727069,61.19954533038733
63,1.9811845563178874,-39.52596205329867,214.0714628336017,-177.56797188080893,60.954728683783905,61.680848397725114,61.0944041724194
64,2.012631930227695,28.03407544665512,192.5340271026255,-217.31120721389144,59.613524332845294,61.382985814221406,60.46039775206986
65,2.0440793041375027,58.87655608152943,169.0023546606998,-223.9573890262209,60.35230181606203,60.33373901046861,58.39644369651437
66,2.0755266780473107,106.37962366239525,129.77045211492546,-223.23888998726258,60.553208780478414,61.41007619776736,59.776850602877204
67,2.1069740519571183,147.25267183528337,92.67072434883696,-229.84673240719752,59.98560395478958,60.16699851530517,60.47147808411728
68,2.1384214258669263,180.42267759008925,48.93303009960132,-202.1623016068214,60.30492976665091,62.54773110258028,60.074374069483994
69,2.169868799776734,196.87280446389502,-8.381920717954241,-191.56734913691326,60.21926210758229,59.843357355458636,59.35531129491857
70,2.2013161736865414,211.89756696114284,-66.99220787147074,-160.76125325442047,59.68247343879602,61.98668915851785,60.8452920722169
71,2.2327635475963494,234.9055542223386,-112.83616664560778,-133.66461982020977,62.2085412725965,61.22657088854925,62.05327003435888
72,2.264210921506157,251.35979344594782,-128.0862180378249,-105.49855460333987,60.655203703346146,62.56952943065524,61.661581409264144
73,2.295658295415965,221.11607404570262,-180.1918745582598,-59.62433711000792,59.28275397404357,60.05201048505099,60.26627823754397
74,2.3271056693257726,200.26199913319206,-202.49300930195378,-2.1264513839171455,61.89631268642157,58.196993532837396,61.216289093623814
75,2.35855304323558,173.94746602518757,-200.51433939806088,40.39592746976657,62.988722881711666,59.80224334624906,59.578814481644514
76,2.390000417145388,141.84433778533284,-231.64844275972283,74.75977927657617,61.475272903673584,59.05457340408028,61.47541953921407
77,2.4214477910551957,107.10487461113621,-221.4795373221457,116.24085790002985,61.14180806500531,59.53578974421164,59.72739187261067
78,2.4528951649650033,91.67438331548922,-224.03384066573088,174.98516097351072,60.05197539947945,60.24285347374735,60.49806526981017
79,2.4843425388748113,-6.663743204640994,-221.8914649992562,176.55862406639608,59.41457926226552,61.39477939525322,62.16157451546162
80,2.515789912784619,-11.996249267588162,-182.32617055383784,212.35567269624778,61.56274218894827,63.009857504730796,59.73276466158258
